Time (HH:MM:SS) - Plot 0	RFU - Plot 0	Time (HH:MM:SS) - Plot 1	RFU - Plot 1	Time (HH:MM:SS) - Plot 2	RFU - Plot 2
0	0	0	0	0	0
1.00067	0	1.00067	0	1.00067	0
2.00133	0	2.00133	0	2.00133	0
3.002	0	3.002	1	3.002	0
4.00267	0	4.00267	1	4.00267	0
5.00334	0	5.00334	1	5.00334	0
6.004	0	6.004	0	6.004	0
7.00467	0	7.00467	0	7.00467	0
8.00534	0	8.00534	0	8.00534	0
9.006	0	9.006	1	9.006	0
10.0067	0	10.0067	2	10.0067	6
11.0073	0	11.0073	3	11.0073	6
12.008	0	12.008	2	12.008	7
13.0087	0	13.0087	2	13.0087	8
14.0093	0	14.0093	2	14.0093	8
15.01	0	15.01	2	15.01	7
16.0107	0	16.0107	1	16.0107	7
17.0113	0	17.0113	0	17.0113	7
18.012	0	18.012	0	18.012	9
19.0127	0	19.0127	1	19.0127	11
20.0133	0	20.0133	1	20.0133	12
21.014	0	21.014	2	21.014	12
22.0147	0	22.0147	2	22.0147	11
23.0153	0	23.0153	1	23.0153	10
24.016	0	24.016	0	24.016	9
25.0167	0	25.0167	0	25.0167	8
26.0173	0	26.0173	1	26.0173	9
27.018	0	27.018	3	27.018	10
28.0187	1	28.0187	4	28.0187	10
29.0193	1	29.0193	4	29.0193	9
30.02	1	30.02	4	30.02	9
31.0207	1	31.0207	5	31.0207	8
32.0213	0	32.0213	5	32.0213	9
33.022	1	33.022	4	33.022	10
34.0227	2	34.0227	4	34.0227	9
35.0233	3	35.0233	4	35.0233	7
36.024	3	36.024	3	36.024	7
37.0247	2	37.0247	3	37.0247	8
38.0254	0	38.0254	3	38.0254	8
39.026	1	39.026	2	39.026	8
40.0267	2	40.0267	2	40.0267	8
41.0274	2	41.0274	2	41.0274	7
42.028	1	42.028	2	42.028	7
43.0287	0	43.0287	2	43.0287	7
44.0294	0	44.0294	3	44.0294	8
45.03	1	45.03	4	45.03	10
46.0307	2	46.0307	4	46.0307	10
47.0314	4	47.0314	4	47.0314	11
48.032	4	48.032	4	48.032	11
49.0327	4	49.0327	4	49.0327	11
50.0334	4	50.0334	4	50.0334	11
51.034	5	51.034	4	51.034	10
52.0347	4	52.0347	3	52.0347	9
53.0354	4	53.0354	3	53.0354	10
54.036	3	54.036	4	54.036	11
