Time (HH:MM:SS) - Plot 0	RFU - Plot 0	Time (HH:MM:SS) - Plot 1	RFU - Plot 1	Time (HH:MM:SS) - Plot 2	RFU - Plot 2
0	0	0	0	0	35
1.00067	0	1.00067	0	1.00067	35
2.00133	0	2.00133	0	2.00133	28
3.002	0	3.002	0	3.002	25
4.00267	0	4.00267	0	4.00267	35
5.00334	0	5.00334	0	5.00334	49
6.004	0	6.004	0	6.004	57
7.00467	0	7.00467	0	7.00467	58
8.00534	0	8.00534	0	8.00534	59
9.006	0	9.006	0	9.006	62
10.0067	0	10.0067	0	10.0067	66
11.0073	0	11.0073	0	11.0073	66
12.008	0	12.008	0	12.008	62
13.0087	0	13.0087	0	13.0087	56
14.0093	0	14.0093	0	14.0093	50
15.01	0	15.01	0	15.01	48
16.0107	0	16.0107	0	16.0107	52
17.0113	0	17.0113	0	17.0113	57
18.012	0	18.012	1	18.012	51
19.0127	0	19.0127	2	19.0127	47
20.0133	0	20.0133	3	20.0133	48
21.014	0	21.014	3	21.014	54
22.0147	1	22.0147	2	22.0147	58
23.0153	1	23.0153	1	23.0153	60
24.016	1	24.016	1	24.016	61
25.0167	0	25.0167	2	25.0167	59
26.0173	0	26.0173	3	26.0173	54
27.018	1	27.018	3	27.018	48
28.0187	2	28.0187	2	28.0187	44
29.0193	3	29.0193	1	29.0193	47
30.02	4	30.02	1	30.02	51
31.0207	7	31.0207	2	31.0207	54
32.0213	4	32.0213	2	32.0213	56
33.022	3	33.022	3	33.022	52
34.0227	3	34.0227	4	34.0227	47
35.0233	5	35.0233	5	35.0233	40
36.024	7	36.024	5	36.024	32
37.0247	8	37.0247	4	37.0247	28
38.0254	8	38.0254	4	38.0254	34
39.026	7	39.026	3	39.026	45
40.0267	7	40.0267	4	40.0267	53
41.0274	6	41.0274	4	41.0274	54
42.028	5	42.028	5	42.028	49
43.0287	6	43.0287	5	43.0287	44
44.0294	8	44.0294	5	44.0294	37
45.03	9	45.03	5	45.03	33
46.0307	9	46.0307	5	46.0307	33
47.0314	9	47.0314	4	47.0314	33
48.032	9	48.032	5	48.032	27
49.0327	9	49.0327	5	49.0327	20
50.0334	9	50.0334	6	50.0334	18
51.034	10	51.034	7	51.034	18
52.0347	12	52.0347	7	52.0347	11
53.0354	13	53.0354	6	53.0354	9
54.036	14	54.036	5	54.036	22
55.0367	13	55.0367	4	55.0367	33
56.0374	12	56.0374	4	56.0374	40
57.038	11	57.038	4	57.038	44
58.0387	10	58.0387	5	58.0387	46
59.0394	9	59.0394	5	59.0394	44
60.04	8	60.04	5	60.04	41
61.0407	8	61.0407	5	61.0407	42
62.0414	10	62.0414	5	62.0414	45
63.042	12	63.042	6	63.042	44
64.0427	14	64.0427	6	64.0427	38
65.0434	14	65.0434	6	65.0434	31
66.044	13	66.044	6	66.044	28
67.0447	13	67.0447	5	67.0447	29
68.0454	12	68.0454	4	68.0454	32
69.046	11	69.046	4	69.046	35
70.0467	11	70.0467	4	70.0467	39
71.0474	11	71.0474	4	71.0474	44
72.048	10	72.048	4	72.048	46
73.0487	10	73.0487	5	73.0487	45
74.0494	12	74.0494	5	74.0494	40
75.05	14	75.05	5	75.05	37
76.0507	14	76.0507	5	76.0507	41
77.0514	14	77.0514	5	77.0514	48
78.052	13	78.052	4	78.052	50
79.0527	12	79.0527	3	79.0527	49
80.0534	11	80.0534	2	80.0534	45
81.054	10	81.054	2	81.054	41
82.0547	8	82.0547	2	82.0547	37
83.0554	7	83.0554	3	83.0554	38
84.056	7	84.056	4	84.056	44
85.0567	8	85.0567	5	85.0567	49
86.0574	10	86.0574	5	86.0574	49
87.058	12	87.058	5	87.058	49
88.0587	13	88.0587	4	88.0587	53
89.0594	12	89.0594	3	89.0594	57
90.06	12	90.06	2	90.06	57
91.0607	12	91.0607	3	91.0607	52
92.0614	11	92.0614	3	92.0614	44
93.062	11	93.062	3	93.062	39
94.0627	11	94.0627	4	94.0627	42
95.0634	11	95.0634	4	95.0634	49
96.064	11	96.064	5	96.064	53
97.0647	11	97.0647	4	97.0647	49
98.0654	12	98.0654	4	98.0654	40
99.066	13	99.066	3	99.066	34
100.067	13	100.067	3	100.067	34
101.067	12	101.067	3	101.067	35
102.068	11	102.068	3	102.068	35
103.069	10	103.069	4	103.069	36
104.069	9	104.069	4	104.069	39
105.07	8	105.07	4	105.07	40
106.071	8	106.071	4	106.071	39
107.071	8	107.071	4	107.071	37
108.072	8	108.072	4	108.072	33
109.073	9	109.073	3	109.073	30
110.073	6	110.073	2	110.073	29
111.074	6	111.074	2	111.074	28
112.075	6	112.075	2	112.075	25
113.075	5	113.075	3	113.075	19
114.076	4	114.076	4	114.076	17
115.077	4	115.077	5	115.077	20
116.077	5	116.077	6	116.077	22
117.078	7	117.078	5	117.078	24
118.079	9	118.079	4	118.079	28
119.079	11	119.079	3	119.079	33
120.08	11	120.08	3	120.08	37
121.081	9	121.081	4	121.081	37
122.081	7	122.081	3	122.081	37
123.082	8	123.082	3	123.082	37
124.083	10	124.083	3	124.083	36
125.083	11	125.083	3	125.083	34
126.084	10	126.084	3	126.084	34
127.085	9	127.085	3	127.085	34
128.085	9	128.085	3	128.085	30
129.086	7	129.086	4	129.086	26
130.087	6	130.087	4	130.087	28
131.087	6	131.087	3	131.087	36
132.088	7	132.088	3	132.088	42
133.089	7	133.089	3	133.089	40
134.089	8	134.089	3	134.089	30
135.09	9	135.09	4	135.09	22
136.091	9	136.091	4	136.091	20
137.091	8	137.091	4	137.091	23
138.092	8	138.092	4	138.092	29
139.093	9	139.093	4	139.093	32
140.093	9	140.093	4	140.093	30
141.094	8	141.094	4	141.094	28
142.095	7	142.095	4	142.095	29
143.095	7	143.095	3	143.095	30
144.096	8	144.096	2	144.096	27
145.097	9	145.097	2	145.097	22
146.097	9	146.097	1	146.097	17
147.098	8	147.098	2	147.098	13
148.099	5	148.099	2	148.099	9
149.099	3	149.099	2	149.099	5
150.1	3	150.1	2	150.1	1
151.101	5	151.101	1	151.101	2
152.101	7	152.101	1	152.101	7
153.102	8	153.102	1	153.102	11
154.103	6	154.103	1	154.103	12
155.103	4	155.103	1	155.103	16
156.104	2	156.104	2	156.104	22
157.105	2	157.105	2	157.105	24
158.105	2	158.105	2	158.105	20
159.106	3	159.106	3	159.106	13
160.107	4	160.107	3	160.107	5
161.107	4	161.107	3	161.107	0
162.108	6	162.108	2	162.108	1
163.109	8	163.109	1	163.109	2
164.109	9	164.109	1	164.109	0
165.11	8	165.11	0	165.11	0
166.111	7	166.111	0	166.111	0
167.111	6	167.111	0	167.111	0
168.112	5	168.112	0	168.112	0
169.113	4	169.113	0	169.113	0
170.113	3	170.113	1	170.113	0
171.114	2	171.114	1	171.114	0
172.115	1	172.115	2	172.115	0
173.115	2	173.115	4	173.115	3
174.116	1	174.116	5	174.116	3
175.117	1	175.117	5	175.117	3
176.117	3	176.117	5	176.117	6
177.118	5	177.118	4	177.118	8
178.119	7	178.119	2	178.119	8
179.119	7	179.119	2	179.119	4
180.12	6	180.12	1	180.12	2
181.121	6	181.121	1	181.121	3
182.121	6	182.121	1	182.121	3
183.122	5	183.122	1	183.122	2
184.123	5	184.123	1	184.123	0
185.123	4	185.123	1	185.123	0
186.124	3	186.124	1	186.124	2
187.125	2	187.125	2	187.125	7
188.125	2	188.125	4	188.125	14
189.126	2	189.126	4	189.126	24
190.127	4	190.127	4	190.127	33
191.127	6	191.127	4	191.127	38
192.128	7	192.128	2	192.128	36
193.129	7	193.129	1	193.129	29
194.129	7	194.129	1	194.129	23
195.13	6	195.13	1	195.13	19
196.131	6	196.131	1	196.131	18
197.131	5	197.131	2	197.131	23
198.132	5	198.132	2	198.132	31
199.133	5	199.133	3	199.133	38
200.133	6	200.133	3	200.133	34
201.134	8	201.134	3	201.134	27
202.135	9	202.135	3	202.135	23
203.135	9	203.135	3	203.135	23
204.136	8	204.136	3	204.136	25
205.137	7	205.137	2	205.137	23
206.137	6	206.137	2	206.137	17
207.138	6	207.138	1	207.138	11
208.139	4	208.139	1	208.139	7
209.139	3	209.139	1	209.139	6
210.14	3	210.14	1	210.14	7
211.141	3	211.141	2	211.141	12
212.141	4	212.141	1	212.141	19
213.142	5	213.142	1	213.142	27
214.143	7	214.143	1	214.143	32
215.143	7	215.143	1	215.143	33
216.144	7	216.144	2	216.144	34
217.145	7	217.145	2	217.145	32
218.145	7	218.145	2	218.145	30
219.146	7	219.146	2	219.146	26
220.147	6	220.147	2	220.147	23
221.147	5	221.147	1	221.147	21
222.148	5	222.148	1	222.148	17
223.149	6	223.149	1	223.149	10
224.149	5	224.149	1	224.149	2
225.15	4	225.15	1	225.15	0
226.151	3	226.151	0	226.151	4
227.151	2	227.151	1	227.151	10
228.152	3	228.152	2	228.152	14
229.153	4	229.153	3	229.153	18
230.153	5	230.153	2	230.153	25
231.154	4	231.154	0	231.154	34
232.155	5	232.155	0	232.155	42
233.155	5	233.155	0	233.155	44
234.156	3	234.156	1	234.156	40
235.157	1	235.157	1	235.157	36
236.157	0	236.157	1	236.157	33
237.158	1	237.158	1	237.158	26
238.159	2	238.159	0	238.159	21
239.159	2	239.159	0	239.159	20
240.16	3	240.16	1	240.16	25
241.161	3	241.161	1	241.161	29
242.161	4	242.161	0	242.161	29
243.162	4	243.162	0	243.162	26
244.163	2	244.163	0	244.163	22
245.163	0	245.163	0	245.163	17
246.164	0	246.164	1	246.164	14
247.165	0	247.165	2	247.165	12
248.165	1	248.165	3	248.165	11
249.166	2	249.166	3	249.166	13
250.167	3	250.167	3	250.167	19
251.167	4	251.167	3	251.167	27
252.168	4	252.168	3	252.168	33
253.169	4	253.169	2	253.169	33
254.169	5	254.169	2	254.169	26
255.17	6	255.17	1	255.17	16
256.171	5	256.171	1	256.171	10
257.171	4	257.171	1	257.171	12
258.172	4	258.172	1	258.172	15
259.173	4	259.173	1	259.173	15
260.173	4	260.173	0	260.173	12
261.174	3	261.174	0	261.174	10
262.175	3	262.175	0	262.175	10
263.175	3	263.175	1	263.175	8
264.176	4	264.176	2	264.176	3
