Time (HH:MM:SS) - Plot 0	RFU - Plot 0
2113.41	2
2114.41	2
2115.41	2
2116.41	2
2117.41	2
2118.41	3
2119.41	3
2120.41	2
2121.41	1
2122.41	0
2123.42	0
2124.42	0
2125.42	0
2126.42	1
2127.42	1
2128.42	1
2129.42	1
2130.42	1
2131.42	1
2132.42	1
2133.42	1
2134.42	1
2135.42	1
2136.42	1
2137.42	0
2138.43	0
2139.43	0
2140.43	1
2141.43	1
2142.43	2
2143.43	2
2144.43	1
2145.43	0
2146.43	0
2147.43	0
2148.43	0
2149.43	2
2150.43	11
2151.43	40
2152.43	116
2153.44	276
2154.44	552
2155.44	932
2156.44	1339
2157.44	1643
2158.44	1726
2159.44	1555
2160.44	1206
2161.44	810
2162.44	478
2163.44	256
2164.44	134
2165.44	77
2166.44	53
2167.44	42
2168.45	35
2169.45	30
2170.45	25
2171.45	20
2172.45	16
2173.45	14
2174.45	11
2175.45	8
2176.45	6
2177.45	5
2178.45	4
2179.45	3
2180.45	1
2181.45	0
2182.45	0
2183.46	1
2184.46	2
2185.46	4
2186.46	5
2187.46	5
2188.46	4
2189.46	4
2190.46	5
2191.46	6
2192.46	6
2193.46	6
2194.46	6
2195.46	6
2196.46	6
2197.46	7
2198.47	9
2199.47	14
2200.47	29
2201.47	69
2202.47	163
2203.47	355
2204.47	681
2205.47	1132
2206.47	1625
2207.47	2014
2208.47	2165
2209.47	2027
2210.47	1660
2211.47	1198
2212.47	771
2213.48	454
2214.48	257
2215.48	151
2216.48	100
2217.48	77
2218.48	66
2219.48	57
2220.48	51
2221.48	45
2222.48	41
2223.48	37
2224.48	35
2225.48	33
2226.48	32
2227.48	31
2228.49	30
2229.49	28
2230.49	28
2231.49	27
2232.49	28
2233.49	28
2234.49	29
2235.49	30
2236.49	30
2237.49	31
2238.49	31
2239.49	32
2240.49	33
2241.49	34
2242.49	34
2243.5	34
2244.5	33
2245.5	32
2246.5	31
2247.5	30
2248.5	30
2249.5	29
2250.5	29
2251.5	30
2252.5	30
2253.5	31
2254.5	34
2255.5	44
2256.5	71
2257.51	137
2258.51	273
2259.51	513
2260.51	867
2261.51	1297
2262.51	1710
2263.51	1985
2264.51	2028
2265.51	1831
2266.51	1469
2267.51	1058
2268.51	695
2269.51	429
2270.51	264
2271.51	172
2272.52	126
2273.52	104
2274.52	91
2275.52	82
2276.52	74
2277.52	67
2278.52	62
2279.52	59
2280.52	58
2281.52	57
2282.52	56
2283.52	55
2284.52	55
2285.52	55
2286.52	55
2287.53	54
2288.53	53
2289.53	51
2290.53	50
2291.53	48
2292.53	47
2293.53	45
2294.53	43
2295.53	42
2296.53	39
2297.53	37
2298.53	35
2299.53	35
2300.53	36
2301.53	38
2302.54	39
2303.54	40
2304.54	41
2305.54	42
2306.54	42
2307.54	43
2308.54	43
2309.54	43
2310.54	44
2311.54	46
2312.54	49
2313.54	51
2314.54	51
2315.54	50
2316.54	49
2317.55	48
2318.55	47
2319.55	45
2320.55	43
2321.55	41
2322.55	40
2323.55	38
2324.55	37
2325.55	35
2326.55	34
2327.55	35
2328.55	36
2329.55	37
2330.55	37
2331.55	36
2332.56	35
2333.56	35
2334.56	35
2335.56	35
2336.56	36
2337.56	38
2338.56	39
2339.56	40
2340.56	40
2341.56	39
2342.56	38
2343.56	36
2344.56	34
2345.56	33
2346.56	32
2347.57	31
2348.57	31
2349.57	33
2350.57	36
2351.57	46
2352.57	76
2353.57	158
2354.57	358
2355.57	778
2356.57	1529
2357.57	2669
2358.57	4128
2359.57	5671
2360.57	6949
2361.57	7628
2362.58	7531
2363.58	6711
2364.58	5427
2365.58	4018
2366.58	2763
2367.58	1800
2368.58	1141
2369.58	720
2370.58	461
2371.58	304
2372.58	210
2373.58	152
2374.58	115
2375.58	90
2376.58	72
2377.59	58
2378.59	47
2379.59	38
2380.59	31
2381.59	26
2382.59	23
2383.59	21
2384.59	20
2385.59	19
2386.59	18
2387.59	16
2388.59	15
2389.59	14
2390.59	14
2391.59	14
2392.6	13
2393.6	12
2394.6	10
2395.6	9
2396.6	8
2397.6	7
2398.6	7
2399.6	7
2400.6	7
2401.6	6
2402.6	6
2403.6	6
2404.6	5
2405.6	5
2406.6	4
2407.61	3
2408.61	2
2409.61	2
2410.61	1
2411.61	2
2412.61	2
2413.61	3
2414.61	3
2415.61	3
2416.61	2
2417.61	1
2418.61	0
2419.61	0
2420.61	0
2421.61	0
2422.62	0
2423.62	0
2424.62	0
2425.62	0
2426.62	0
2427.62	0
2428.62	0
2429.62	0
2430.62	0
2431.62	1
2432.62	1
2433.62	1
2434.62	1
2435.62	1
2436.62	0
2437.63	0
2438.63	0
2439.63	1
2440.63	1
2441.63	2
2442.63	2
2443.63	2
2444.63	2
2445.63	1
2446.63	2
2447.63	2
2448.63	2
2449.63	2
2450.63	1
2451.63	0
2452.64	0
2453.64	0
2454.64	0
2455.64	1
2456.64	1
2457.64	1
2458.64	1
2459.64	1
2460.64	1
2461.64	1
2462.64	1
2463.64	1
2464.64	1
2465.64	1
2466.64	1
2467.65	1
2468.65	1
2469.65	1
2470.65	0
2471.65	0
2472.65	0
2473.65	0
2474.65	0
2475.65	0
2476.65	1
2477.65	1
2478.65	1
2479.65	2
2480.65	1
2481.65	1
2482.66	0
2483.66	0
2484.66	0
2485.66	1
2486.66	1
2487.66	1
2488.66	1
2489.66	0
2490.66	0
2491.66	1
2492.66	1
2493.66	1
2494.66	1
2495.66	0
2496.66	0
2497.67	0
2498.67	1
2499.67	1
2500.67	2
2501.67	2
2502.67	2
2503.67	1
2504.67	1
2505.67	1
2506.67	1
2507.67	1
2508.67	1
2509.67	2
2510.67	2
2511.67	1
2512.68	1
2513.68	1
2514.68	1
2515.68	1
2516.68	1
2517.68	1
2518.68	1
2519.68	1
2520.68	1
2521.68	1
2522.68	1
2523.68	0
2524.68	0
2525.68	1
2526.68	1
2527.69	1
2528.69	1
2529.69	0
2530.69	0
2531.69	0
2532.69	0
2533.69	1
2534.69	2
2535.69	2
2536.69	2
2537.69	2
2538.69	2
2539.69	2
2540.69	1
2541.69	1
2542.7	1
2543.7	1
2544.7	1
2545.7	2
2546.7	2
2547.7	1
2548.7	1
2549.7	1
2550.7	1
2551.7	2
2552.7	2
2553.7	2
2554.7	2
2555.7	1
2556.7	1
2557.71	1
2558.71	1
2559.71	1
2560.71	0
2561.71	0
2562.71	0
2563.71	0
2564.71	0
2565.71	1
2566.71	1
2567.71	2
2568.71	2
2569.71	1
2570.71	1
2571.71	1
2572.72	2
2573.72	2
2574.72	2
2575.72	2
2576.72	2
2577.72	2
2578.72	2
2579.72	2
2580.72	2
2581.72	2
2582.72	1
2583.72	1
2584.72	1
2585.72	0
2586.72	0
2587.73	0
2588.73	0
2589.73	1
2590.73	1
2591.73	1
2592.73	1
2593.73	1
2594.73	0
2595.73	0
2596.73	0
2597.73	1
2598.73	2
2599.73	2
2600.73	2
2601.73	1
2602.74	1
2603.74	1
2604.74	1
2605.74	2
2606.74	1
2607.74	1
2608.74	0
2609.74	0
2610.74	1
2611.74	1
2612.74	1
2613.74	0
2614.74	0
2615.74	0
2616.74	0
2617.75	0
2618.75	0
2619.75	0
2620.75	1
2621.75	1
2622.75	1
2623.75	1
2624.75	1
2625.75	1
2626.75	1
2627.75	1
2628.75	1
2629.75	1
2630.75	2
2631.75	2
2632.76	2
2633.76	2
2634.76	1
2635.76	1
2636.76	1
2637.76	1
2638.76	2
2639.76	2
2640.76	1
2641.76	1
2642.76	1
2643.76	1
2644.76	1
2645.76	1
2646.76	1
2647.77	2
2648.77	2
2649.77	2
2650.77	2
2651.77	2
2652.77	1
2653.77	1
2654.77	1
2655.77	1
2656.77	2
2657.77	2
2658.77	2
2659.77	2
2660.77	2
2661.77	1
2662.78	2
2663.78	2
2664.78	2
2665.78	2
2666.78	2
2667.78	2
2668.78	2
2669.78	2
2670.78	2
2671.78	1
2672.78	1
2673.78	1
2674.78	1
2675.78	2
2676.78	2
2677.79	1
2678.79	1
2679.79	1
2680.79	1
2681.79	1
2682.79	0
2683.79	0
2684.79	1
2685.79	1
2686.79	2
2687.79	2
2688.79	2
2689.79	2
2690.79	1
2691.79	1
2692.8	0
2693.8	0
2694.8	1
2695.8	1
2696.8	1
2697.8	1
2698.8	1
2699.8	2
2700.8	2
2701.8	2
2702.8	2
2703.8	1
2704.8	1
2705.8	1
2706.8	0
2707.81	1
2708.81	2
2709.81	3
2710.81	3
2711.81	3
2712.81	3
2713.81	2
2714.81	1
2715.81	0
2716.81	0
2717.81	1
2718.81	1
2719.81	1
2720.81	1
2721.81	1
2722.82	1
2723.82	1
2724.82	1
2725.82	2
2726.82	2
2727.82	2
2728.82	2
2729.82	2
2730.82	1
2731.82	1
2732.82	1
2733.82	0
2734.82	0
2735.82	0
2736.82	0
2737.83	0
2738.83	1
2739.83	1
2740.83	1
2741.83	1
2742.83	1
2743.83	1
2744.83	1
2745.83	1
2746.83	1
2747.83	1
2748.83	1
2749.83	1
2750.83	1
2751.83	0
2752.84	0
2753.84	1
2754.84	1
2755.84	2
2756.84	2
2757.84	2
2758.84	2
2759.84	2
2760.84	1
2761.84	1
2762.84	1
2763.84	1
2764.84	1
2765.84	0
2766.84	0
2767.85	1
2768.85	1
2769.85	1
2770.85	1
2771.85	1
2772.85	2
2773.85	2
2774.85	2
2775.85	2
2776.85	2
2777.85	2
2778.85	2
2779.85	2
2780.85	2
2781.85	2
2782.86	3
2783.86	3
2784.86	3
2785.86	2
2786.86	2
2787.86	2
2788.86	2
2789.86	2
2790.86	1
2791.86	1
2792.86	1
2793.86	0
2794.86	0
2795.86	1
2796.86	1
2797.87	2
2798.87	2
2799.87	2
2800.87	1
2801.87	1
2802.87	1
2803.87	1
2804.87	1
2805.87	1
2806.87	1
2807.87	1
2808.87	2
2809.87	3
2810.87	3
2811.87	3
2812.88	2
2813.88	1
2814.88	1
2815.88	0
2816.88	1
2817.88	1
2818.88	0
2819.88	0
2820.88	0
2821.88	0
2822.88	0
2823.88	1
2824.88	2
2825.88	2
2826.88	3
2827.89	3
2828.89	3
2829.89	3
2830.89	2
2831.89	1
2832.89	1
2833.89	2
2834.89	2
2835.89	1
2836.89	1
2837.89	0
2838.89	0
2839.89	0
2840.89	1
2841.89	1
2842.9	1
2843.9	1
2844.9	1
2845.9	0
2846.9	0
2847.9	0
2848.9	1
2849.9	1
2850.9	2
2851.9	1
2852.9	1
2853.9	0
2854.9	1
2855.9	1
2856.9	2
2857.91	2
2858.91	1
2859.91	1
2860.91	1
2861.91	2
2862.91	2
2863.91	1
2864.91	1
2865.91	1
2866.91	1
2867.91	1
2868.91	1
2869.91	1
2870.91	1
2871.91	1
2872.92	1
2873.92	1
2874.92	1
2875.92	2
2876.92	2
2877.92	3
2878.92	2
2879.92	2
2880.92	1
2881.92	1
2882.92	1
2883.92	2
2884.92	2
2885.92	2
2886.92	2
2887.93	2
2888.93	2
2889.93	1
2890.93	1
2891.93	1
2892.93	1
2893.93	1
2894.93	1
2895.93	1
2896.93	2
2897.93	2
2898.93	3
2899.93	3
2900.93	2
2901.93	2
2902.94	2
2903.94	2
2904.94	2
2905.94	2
2906.94	1
2907.94	1
2908.94	2
2909.94	2
2910.94	2
2911.94	1
2912.94	1
2913.94	2
2914.94	3
2915.94	3
2916.94	3
2917.95	3
2918.95	2
2919.95	2
2920.95	2
2921.95	2
2922.95	2
2923.95	1
2924.95	1
2925.95	1
2926.95	1
2927.95	1
2928.95	2
2929.95	2
2930.95	1
2931.95	1
2932.96	1
2933.96	1
2934.96	1
2935.96	1
2936.96	2
2937.96	2
2938.96	2
2939.96	2
2940.96	1
2941.96	0
2942.96	0
2943.96	1
2944.96	2
2945.96	2
2946.96	2
2947.97	3
2948.97	3
2949.97	3
2950.97	2
2951.97	2
2952.97	2
2953.97	2
2954.97	3
2955.97	3
2956.97	2
2957.97	2
2958.97	2
2959.97	2
2960.97	2
2961.97	2
2962.98	1
2963.98	1
2964.98	0
2965.98	0
2966.98	1
2967.98	1
2968.98	1
2969.98	1
2970.98	1
2971.98	1
2972.98	1
2973.98	1
2974.98	1
2975.98	2
2976.98	2
2977.99	2
2978.99	1
2979.99	1
2980.99	1
2981.99	2
2982.99	2
2983.99	2
2984.99	1
2985.99	0
2986.99	0
2987.99	0
2988.99	0
2989.99	0
2990.99	0
2991.99	0
2993	0
2994	0
2995	0
2996	0
2997	0
2998	0
2999	0
